,spatio-temporal X_st rnd d_c train,spatio-temporal X_st rnd d_c val,random spatio-temporal X_st rnd d_c train,random spatio-temporal X_st rnd d_c val,spatio-temporal X_st min d_c train,spatio-temporal X_st min d_c val,random spatio-temporal X_st min d_c train,random spatio-temporal X_st min d_c val,spatio-temporal X_st max d_c train,spatio-temporal X_st max d_c val,random spatio-temporal X_st max d_c train,random spatio-temporal X_st max d_c val,spatio-temporal X_st avg d_c train,spatio-temporal X_st avg d_c val,random spatio-temporal X_st avg d_c train,random spatio-temporal X_st avg d_c val,"spatio-temporal X_(t,s) rnd d_c train","spatio-temporal X_(t,s) rnd d_c val","random spatio-temporal X_(t,s) rnd d_c train","random spatio-temporal X_(t,s) rnd d_c val","spatio-temporal X_(t,s) min d_c train","spatio-temporal X_(t,s) min d_c val","random spatio-temporal X_(t,s) min d_c train","random spatio-temporal X_(t,s) min d_c val","spatio-temporal X_(t,s) max d_c train","spatio-temporal X_(t,s) max d_c val","random spatio-temporal X_(t,s) max d_c train","random spatio-temporal X_(t,s) max d_c val","spatio-temporal X_(t,s) avg d_c train","spatio-temporal X_(t,s) avg d_c val","random spatio-temporal X_(t,s) avg d_c train","random spatio-temporal X_(t,s) avg d_c val","spatio-temporal Y_hat_(t,s) rnd d_c train","spatio-temporal Y_hat_(t,s) rnd d_c val","random spatio-temporal Y_hat_(t,s) rnd d_c train","random spatio-temporal Y_hat_(t,s) rnd d_c val","spatio-temporal Y_hat_(t,s) min d_c train","spatio-temporal Y_hat_(t,s) min d_c val","random spatio-temporal Y_hat_(t,s) min d_c train","random spatio-temporal Y_hat_(t,s) min d_c val","spatio-temporal Y_hat_(t,s) max d_c train","spatio-temporal Y_hat_(t,s) max d_c val","random spatio-temporal Y_hat_(t,s) max d_c train","random spatio-temporal Y_hat_(t,s) max d_c val","spatio-temporal Y_hat_(t,s) avg d_c train","spatio-temporal Y_hat_(t,s) avg d_c val","random spatio-temporal Y_hat_(t,s) avg d_c train","random spatio-temporal Y_hat_(t,s) avg d_c val","spatio-temporal Y_(t,s) rnd d_c train","spatio-temporal Y_(t,s) rnd d_c val","random spatio-temporal Y_(t,s) rnd d_c train","random spatio-temporal Y_(t,s) rnd d_c val","spatio-temporal Y_(t,s) min d_c train","spatio-temporal Y_(t,s) min d_c val","random spatio-temporal Y_(t,s) min d_c train","random spatio-temporal Y_(t,s) min d_c val","spatio-temporal Y_(t,s) max d_c train","spatio-temporal Y_(t,s) max d_c val","random spatio-temporal Y_(t,s) max d_c train","random spatio-temporal Y_(t,s) max d_c val","spatio-temporal Y_(t,s) avg d_c train","spatio-temporal Y_(t,s) avg d_c val","random spatio-temporal Y_(t,s) avg d_c train","random spatio-temporal Y_(t,s) avg d_c val"
7,3.11052,0.92406636,1.226008,1.1004417,2.6502116,0.9212677,1.3146381,1.0250309,5.3650913,0.76228005,1.4226148,1.279194,5.39777,0.8922355,1.3292514,1.0645559,1.8695437,1.0182328,1.3581015,1.175605,1.035391,1.1189833,1.5238811,0.9915997,2.619547,0.87098324,1.6251019,0.9266907,2.361682,0.92179704,1.4460505,1.1667377,2.2579675,1.0193475,1.7304335,0.99814373,1.9024507,1.0023376,1.6976008,1.0061722,3.0290415,0.8560105,1.6035256,1.0893192,2.6388247,0.81784415,1.6561202,0.95648026,5.311263,0.6714613,1.4900397,0.971215,6.0958667,0.7183625,1.5843714,0.9310907,5.5726376,1.0484326,1.6321028,1.0685436,6.057059,0.9961512,1.7252204,1.0455517
8,2.8468986,0.8985793,1.122073,1.2429415,2.438504,1.0356591,1.2765814,0.98510385,5.2407727,0.72533053,1.1819632,1.1295475,5.1260266,0.7784658,1.1607041,1.03776,1.8291705,1.0566391,1.3406308,1.0363631,1.2122496,1.1379365,1.531887,0.9762431,2.5816615,0.8682421,1.5807796,0.9283915,2.1724534,0.8994363,1.5040599,1.044196,2.1024904,0.9908564,1.5294509,1.2095302,1.698834,1.0079442,1.5356876,1.0017669,2.957381,0.7638775,1.5380179,1.024493,2.6986732,0.8442103,1.4827598,0.90037507,5.133986,0.7627901,1.4146624,0.94413346,5.6088066,0.72439116,1.5112431,0.91266745,5.463245,1.0456507,1.461728,1.1060463,5.773893,1.2500637,1.5349842,0.9852891
9,2.7805114,0.87466097,1.0267646,1.0574183,2.5109951,0.94060165,1.4464239,1.0102626,5.0522714,0.69434303,1.1772976,1.1533811,5.184972,0.76556855,1.1397669,1.113147,1.6834592,1.0302136,1.3237041,0.96890026,1.0527395,1.1216825,1.4099138,1.0440025,2.4441204,0.8352311,1.5172514,0.93039614,2.20458,0.8449224,1.293314,1.0835268,2.0259438,0.965031,1.5102534,1.0954962,1.7103094,0.9867434,1.3400893,1.0132375,2.774387,0.8505962,1.4478749,0.920557,2.5726936,0.84924585,1.4614158,0.9109558,4.9211674,0.6243482,1.3380464,0.95480233,5.434143,0.7687164,1.3981922,1.0773768,5.3520164,1.0141058,1.4533507,0.9979152,5.5969243,0.98993945,1.682376,1.0025295
10,2.7242496,0.87212116,1.0436176,1.757308,2.5707042,0.91969407,1.3010879,0.98699886,4.855681,0.70078135,1.1793488,1.4213867,4.9247026,0.7539447,1.0440991,0.9839926,1.730384,0.9897953,1.1976649,0.98435104,1.1460466,1.1408798,1.494179,0.94702256,2.385476,0.8453904,1.4626417,0.9302043,2.136886,0.85218686,1.3781301,1.2387563,1.9540237,1.0054811,1.4869545,0.97988605,1.5672233,0.9334838,1.3054932,0.9345256,2.778508,0.75928134,1.3894681,1.0076759,2.3547876,0.80804294,1.3969564,0.9389025,4.8474274,0.6913842,1.3252707,0.96738327,5.233985,0.85108095,1.3012452,0.9829256,5.0237503,1.0091026,1.2539037,1.0688449,5.3645377,0.966407,1.4350367,1.2377537
11,2.5657277,0.9063295,1.0799936,1.0989314,2.4670439,0.9339896,1.2582357,1.0173256,4.7252846,0.72941256,1.1120496,1.166119,4.763255,1.1293348,1.0294353,1.1210202,1.6862688,0.9492877,1.1841365,0.9699322,1.0557673,1.1512711,1.3657354,0.9335781,2.2918403,0.8655021,1.3829452,0.96573925,1.9637132,0.93301094,1.2361032,0.9537002,2.033043,0.9318117,1.4263552,0.9572811,1.4360378,0.98750114,1.3739165,0.93597955,2.6222956,0.80608237,1.2805692,1.0579519,2.276477,0.82147086,1.3250389,0.84295493,4.606619,0.7592235,1.1312068,1.012228,5.079828,0.66808856,1.3901714,0.95831734,4.8707213,1.0709114,1.2702856,1.2258164,5.170927,0.91037923,1.3506207,0.98787576
12,2.5193064,0.8914581,0.91409546,1.0262433,2.3335485,0.88722837,1.0986398,1.065733,4.7547593,0.7222257,1.0943049,1.1206656,4.843742,0.7404358,0.9848214,1.0410666,1.6495646,1.1001666,1.1783948,0.9191035,1.072312,1.0834355,1.2795917,0.90927863,2.292499,0.86691815,1.3174227,0.9404798,1.947121,0.8355544,1.207613,0.9623897,1.8898046,0.92661375,1.3480698,0.9821911,1.4827858,0.97366226,1.2721206,0.95419544,2.5318806,0.8305077,1.1694276,1.0350174,2.1871517,0.8038858,1.3199056,0.9678037,4.5047016,0.6189519,1.2449597,0.9563471,4.9418235,0.77205664,1.2990308,0.9459197,4.7894363,1.0239867,1.2282566,1.0089161,5.158236,0.9489739,1.2255093,1.0520941
13,2.4817739,0.86608326,0.86038256,1.0934628,2.4373767,0.926374,1.1851176,0.95395577,4.5154443,0.711552,0.9747269,1.0323544,4.653442,0.77837986,0.910489,1.0687063,1.7530229,1.0714167,1.0697688,0.9589073,0.9641411,1.2159507,1.2162788,0.9497152,2.1239183,0.88885343,1.205556,1.0458215,1.8179302,0.8541647,1.1228153,1.0600607,1.9021611,0.94121706,1.2696773,1.0253954,1.6562726,0.9628521,1.2178415,0.9033301,2.4716346,0.77011615,1.1319618,1.0500591,2.0979054,0.88936186,1.3059287,0.9086112,4.390417,0.73325276,1.1684142,0.9912495,4.7689195,0.77565694,1.2985966,1.0162755,4.6773195,1.0926261,1.0961602,1.1206717,4.9177294,1.0094564,1.3136125,0.95428675
14,2.3370764,0.9350467,0.8494784,1.228185,2.26421,0.88514036,1.055437,0.9570638,4.4279466,0.83871794,0.8849771,1.2504938,4.4916334,0.7683265,0.85658336,1.2717012,1.507853,1.0074363,1.0694344,0.93811435,0.9628451,1.0780349,1.201675,1.0294796,2.1356673,0.8791407,1.2072736,0.9577269,1.7515234,0.8452463,1.2215973,0.9929984,1.8539318,0.951843,1.2460442,0.9802795,1.3511456,0.9739226,1.1498243,0.9484362,2.3782794,0.8315589,1.0926727,0.98873204,2.0258517,0.81300634,1.1925719,0.929095,4.3456097,0.6453532,1.0543628,0.95170283,4.6073146,0.70546645,1.1131253,0.96907413,4.4725304,1.1026988,1.0785874,1.0123128,4.740448,1.0727401,1.3000408,1.2030082
15,2.3411942,0.8687587,0.817025,1.0723894,2.1730928,0.9266217,0.98606163,0.99898124,4.083782,0.7180362,0.96389157,1.0563592,4.3055577,0.7743921,0.84670883,1.1739291,1.4319199,0.99514806,1.041708,0.89702314,0.9113783,1.2232491,1.2355878,0.9189878,2.1630788,0.8237059,1.1187998,0.9829422,1.7472283,0.8580075,1.0316556,1.0172838,1.7695943,1.0340949,1.223937,0.96518373,1.3630319,1.0148419,1.0454881,0.99015766,2.3398821,0.78964865,1.0455514,1.0438915,1.9604912,0.80095506,1.1429095,0.8997187,4.1717134,0.66277665,1.0210053,0.9358476,4.560391,0.6214173,1.1603074,1.224177,4.421448,0.88969445,0.9857772,1.0567967,4.562613,0.9722554,1.115172,0.949907
16,2.3432074,0.9177596,0.8225987,1.0744032,2.1852176,0.91454935,0.9972773,0.97610974,4.020542,0.7272176,0.7988032,1.119671,4.2066755,0.8062703,0.769767,1.0525837,1.440656,0.9876928,1.0207953,1.0618317,0.85714704,1.1043954,1.0921329,0.91613096,1.9428705,0.9265938,1.0911728,0.94754076,1.6690722,0.94968176,1.0096375,1.0312912,1.7387663,0.9197101,1.1582179,1.0021448,1.2839288,0.9921709,1.0545087,0.91903824,2.2271407,0.81040925,1.0468564,0.97944087,1.8364165,0.88068867,1.1311978,1.0447279,4.1345987,0.67007893,1.0182072,0.90925914,2.1453638,0.38681707,1.0535553,0.97730666,4.285115,1.0670868,0.9250846,1.2021354,4.472317,1.0385177,1.1365174,1.00119
17,2.3474536,0.86090094,0.7315408,1.0542945,2.1556313,0.8946154,0.9366615,0.9556915,3.92071,0.7195276,0.81687456,1.1379688,4.0597134,0.76656044,0.76898617,1.0241123,1.3718675,1.0545951,0.929574,0.93126684,0.80721414,1.1553177,1.0391493,0.9232195,1.9927431,0.8430141,1.0278665,0.9192533,1.6141766,0.8327616,0.97101426,0.98385656,1.6863712,0.9334555,1.7343478,0.8487302,1.2110653,1.026125,1.0274338,0.94468564,2.165571,0.80697376,0.99642533,0.9259898,1.8128425,0.8351618,1.0909901,0.91415894,4.0537558,0.70205986,0.9714858,0.8926842,1.8091916,0.32939935,1.0399876,0.96806437,4.1761713,1.1281894,0.942164,1.063276,4.416332,1.475732,1.0293463,0.9356227
18,2.1839254,0.8453633,0.76289636,1.0264251,1.9673184,0.8974735,0.8936541,0.955456,3.8792462,0.772744,0.8819036,1.0935534,4.0592422,0.7684556,0.7131672,1.057713,1.2565914,0.97513455,0.8952971,0.9366283,0.78661406,1.1359144,0.9869018,0.9622149,1.9349312,0.8467367,0.9941896,0.9207162,1.5829684,0.8338997,1.0661372,1.0057194,1.6153207,0.9867632,1.4649947,0.8114929,1.0943456,0.9453271,0.96721655,0.95583946,2.1201725,0.7805911,0.8875186,0.94353616,1.6314377,0.9137207,1.0912427,0.8975923,3.8950121,0.7112838,0.94918144,0.9023549,1.733331,0.31151092,0.96703815,0.96414727,4.0849,0.9239008,0.88115263,1.0291774,4.2393804,1.2325792,0.978035,0.9997653
19,2.0733876,0.8515316,0.70930743,1.1041375,2.0244076,0.9723766,0.8396826,0.9821412,3.5945058,0.74274135,0.70763975,1.0854256,3.7403648,0.7758211,0.67893606,1.0769104,1.2621603,0.99206644,0.86576575,0.8909495,0.78270644,1.0921606,0.91891193,0.96801716,1.7625281,0.85985506,0.92459077,1.057311,1.4505383,0.88754267,0.8714123,1.0534184,1.5799356,0.88780165,1.3193148,0.8120808,1.0690012,0.96767336,0.93837273,0.9511665,2.1015337,0.8273963,0.92134064,0.99111545,1.567081,0.8186601,0.97282624,0.98960954,3.8472872,0.8677984,0.87091166,0.96865094,1.6465898,0.36501136,1.9442958,0.98715055,3.9288096,1.377724,0.85252583,1.0849937,4.222451,1.0577978,0.9095243,1.0705779
20,2.0796907,0.86716074,0.6876071,1.0877751,1.9863114,0.94825953,0.7932561,0.9971118,2.786335,0.5556757,0.6857313,1.0598302,3.7634885,0.9406342,0.6762954,1.0466707,1.1485481,0.99666923,0.8473181,1.0214248,0.69628084,1.1055462,0.9765365,0.9432607,1.748372,0.82685184,1.0015261,0.9487137,1.3849719,0.84799397,0.9085491,1.0171748,1.5219573,0.93711275,1.2187591,0.7916304,1.0450993,1.0469118,0.94027334,0.92287135,1.9833395,0.8553538,1.9897139,0.7745358,1.4935467,0.8130817,0.91464174,0.8957349,3.7198663,0.73714393,0.88424915,0.9363019,1.6024369,0.37524185,1.710069,0.82736474,3.8354611,1.6038718,1.7487521,0.9429461,3.998799,1.198044,0.9403769,1.0048758
21,2.168895,0.83026165,0.5878144,1.0781459,1.882232,0.9207393,0.7803621,0.93165165,2.1867754,0.5675306,0.64175117,1.0979918,3.6756785,0.8174033,1.5638255,1.0131024,1.0385475,0.96746385,0.79236424,0.97492856,0.76939297,1.135025,0.8732053,0.9707893,1.7140038,0.8329725,0.850304,0.98812604,1.2932211,0.89825076,0.80764824,0.9867681,1.4558628,0.94434327,1.1249968,0.8422917,9.101088,0.44528863,0.8848729,0.94094133,7.141435,0.37589505,1.4806882,0.738637,1.51992,0.8518906,0.832356,0.95043063,3.618496,0.72793126,0.7899104,0.95578605,1.5256085,0.3411333,1.4411042,0.8445544,3.729227,1.0948939,1.5759302,0.85539645,3.9215362,1.3857706,0.8962598,1.0199957
22,1.9491334,0.8979826,0.60044944,1.0681709,1.9236457,0.9838961,0.71366173,0.9676077,1.952602,0.6042486,0.7090476,1.0839319,3.4240282,0.7835047,1.1399031,0.8538257,4.0082707,0.8180623,0.7616746,1.0675471,0.69962174,1.262676,0.8731137,0.9334586,1.5848011,0.8657522,0.86038417,1.0135438,1.2647028,0.8906605,1.7366779,0.8781853,1.4084263,0.99640435,1.0691832,0.8252071,7.1646075,0.4342528,0.8881167,0.9868982,6.0414705,0.36963573,1.4016799,0.7918199,1.3783386,0.90454465,1.8890469,0.80214745,3.517772,0.6573802,0.8956841,0.9296635,1.4928648,0.3470493,1.2696548,0.8920748,3.6464465,1.4237309,1.2973622,0.99548244,2.128011,0.5988536,0.92145425,0.9663721
23,1.9372154,0.8648629,1.7655951,0.9654408,1.7584728,0.8894067,0.7128464,1.0020385,1.7889873,0.52126175,0.59830457,1.0868598,2.812947,0.581195,1.1657672,0.8692128,3.3448203,0.7113034,0.7089708,0.9613194,0.71704394,1.1797979,1.85439,0.7795737,1.5864689,0.8479742,0.82190305,1.0508639,1.2200872,0.9614521,1.5209776,0.8551412,1.3570772,0.968723,0.9344014,1.0421704,6.568151,0.39766786,0.8205099,0.93798935,5.4949713,0.37174127,1.2862574,0.7427825,1.3639522,0.8727674,1.628875,0.74481994,2.084989,0.34107998,0.7392042,0.9253214,1.4760646,0.3799581,1.2764109,0.84660107,3.5879412,1.3691931,1.2591325,0.89251345,1.8146516,0.46487263,0.8094177,1.0113045
24,1.8815765,0.84388244,1.4492552,0.9660331,1.7130347,0.9804789,0.76128423,1.0272993,1.5471959,0.53816503,1.785118,0.9559859,2.2601426,0.5430217,0.9884773,0.9248343,3.0823362,0.68007314,0.6952489,1.1125293,0.61185485,1.2219193,1.4599425,0.8602493,1.4739753,0.8806822,0.8169188,0.9951319,1.1316761,0.9297216,1.332216,0.84049124,1.3427347,0.9682778,1.0561812,0.785673,6.399486,0.43481576,2.1548421,0.9503679,5.233625,0.36800906,1.1823758,0.74922144,1.2915556,0.8102008,1.4408417,0.7971569,1.8055592,0.33935496,0.7286221,1.0031475,1.4212182,0.35952467,1.1411114,0.9077525,3.5001996,1.2380815,1.2281295,0.86904216,1.7031687,0.5147136,0.8148764,1.0464737
25,1.7262733,0.8962454,1.2010118,0.9847758,5.039098,0.55860627,0.7366114,1.0127151,1.5237962,0.5244372,1.3426489,0.95486915,1.9415598,0.55224025,0.95971704,0.92812276,2.8634465,0.66462135,0.689246,0.95325595,3.459144,0.83851314,1.2227324,0.80940676,1.4858276,0.92370045,0.74782187,1.0190182,1.1202831,0.92089003,1.1586335,0.8123311,1.2609327,0.9892063,0.8867192,0.8315862,5.9924374,0.39229554,1.5169368,0.8227046,5.025111,0.36646745,1.0911005,0.85675806,1.2741747,0.8735899,1.2573454,0.78165764,1.6788803,0.35323164,0.763312,0.9609006,1.3793344,0.33866814,1.0529267,0.87882227,3.3577635,1.1939332,1.0846467,1.0157572,1.624389,0.5404797,0.79151964,1.0341829
