,spatial X_st rnd d_c train,spatial X_st rnd d_c val,spatial X_st min d_c train,spatial X_st min d_c val,spatial X_st max d_c train,spatial X_st max d_c val,spatial X_st avg d_c train,spatial X_st avg d_c val,"spatial X_(t,s) rnd d_c train","spatial X_(t,s) rnd d_c val","spatial X_(t,s) min d_c train","spatial X_(t,s) min d_c val","spatial X_(t,s) max d_c train","spatial X_(t,s) max d_c val","spatial X_(t,s) avg d_c train","spatial X_(t,s) avg d_c val","spatial Y_hat_(t,s) rnd d_c train","spatial Y_hat_(t,s) rnd d_c val","spatial Y_hat_(t,s) min d_c train","spatial Y_hat_(t,s) min d_c val","spatial Y_hat_(t,s) max d_c train","spatial Y_hat_(t,s) max d_c val","spatial Y_hat_(t,s) avg d_c train","spatial Y_hat_(t,s) avg d_c val","spatial Y_(t,s) rnd d_c train","spatial Y_(t,s) rnd d_c val","spatial Y_(t,s) min d_c train","spatial Y_(t,s) min d_c val","spatial Y_(t,s) max d_c train","spatial Y_(t,s) max d_c val","spatial Y_(t,s) avg d_c train","spatial Y_(t,s) avg d_c val"
37,0.10643474,0.30561262,0.15708745,0.3055365,0.12914792,0.31210035,0.11461738,0.31653434,0.22766648,0.24962856,0.15756743,0.27079037,0.24211332,0.24226421,0.31962484,0.24753009,0.21103273,0.24047242,0.19700481,0.23714072,0.16465186,0.2542531,0.24190238,0.22990407,0.19731002,0.23830345,0.19392197,0.2630967,0.21079065,0.23461631,0.15673046,0.26493883
38,0.2873751,0.28704756,0.15111114,0.30702403,0.114958316,0.3391573,0.109524444,0.32524118,0.20149674,0.25082847,0.15295419,0.2517588,0.22524457,0.264025,0.2870933,0.24188943,0.19717139,0.22734395,0.20583835,0.23810935,0.15850668,0.25894883,0.22166923,0.22599918,0.18483558,0.26302114,0.17173687,0.25646803,0.1909122,0.24317646,0.479727,0.2339754
39,0.20796937,0.27683857,0.13673437,0.2954716,0.11441821,0.3239312,0.31408432,0.29506713,0.19052027,0.26527652,0.5426749,0.2184534,0.20455445,0.25628394,0.2513948,0.2446317,0.17576773,0.24305497,0.1814526,0.24238239,0.50554425,0.24189314,0.2047489,0.24042979,0.17077427,0.25245133,0.16735521,0.25325984,0.18677536,0.2382852,0.37046865,0.22424634
40,0.1760475,0.28158006,0.12608881,0.3069057,0.1096057,0.33848688,0.22999986,0.27866292,0.17775013,0.27359435,0.39486864,0.21117379,0.20552363,0.2549649,0.2440072,0.24473412,0.48793033,0.20517698,0.17161582,0.24283433,0.3797627,0.2182693,0.19495618,0.24155624,0.16896152,0.24961168,0.47890398,0.20568411,0.1768492,0.2494718,0.3264252,0.24426186
41,0.15662402,0.28261375,0.11570379,0.3078482,0.1027796,0.33544555,0.20119633,0.29557317,0.16715398,0.25892973,0.3217453,0.21559185,0.17958058,0.2588711,0.2207618,0.25130776,0.39049986,0.19969334,0.52272135,0.2003152,0.3252329,0.21580526,0.18445222,0.2473735,0.5001703,0.20827098,0.38447654,0.2035805,0.16789629,0.2575312,0.29191518,0.24194995
42,0.15519258,0.3146999,0.107935935,0.32226112,0.08811074,0.30991486,0.172757,0.28836572,0.15227534,0.26884705,0.3095028,0.21701509,0.16865358,0.26702094,0.20469558,0.24529225,0.3258933,0.21094458,0.41154647,0.18969297,0.2805536,0.21784969,0.1723579,0.23877311,0.36635593,0.21635664,0.31666872,0.2089311,0.16267508,0.25440595,0.26565048,0.24150464
43,0.13303126,0.30196977,0.10590488,0.31116328,0.33227324,0.30456442,0.14961697,0.28967398,0.14053261,0.26626286,0.27198753,0.22083749,0.15925166,0.27873468,0.18992358,0.25122902,0.29136854,0.20881286,0.34364548,0.19887574,0.24702448,0.2331939,0.5061179,0.20014699,0.32125536,0.22948325,0.29383928,0.21304403,0.15483084,0.23390728,0.2454815,0.23032732
44,0.1293582,0.28744483,0.0858092,0.33581504,0.2537075,0.29206893,0.13357675,0.32150182,0.43312234,0.22209296,0.24071294,0.22329175,0.15050785,0.2707033,0.18537682,0.2725949,0.2774417,0.20871738,0.32267287,0.21256754,0.23521107,0.2135687,0.39307904,0.2048118,0.2897829,0.22657986,0.26382348,0.2218402,0.14008115,0.25918588,0.22771247,0.23047614
45,0.1127829,0.29902747,0.36122283,0.28188673,0.19636306,0.29920626,0.12425498,0.29402047,0.31728584,0.23793374,0.22434278,0.22450665,0.45882133,0.22856255,0.15650551,0.2666253,0.2318569,0.2136905,0.28064874,0.19658868,0.20611408,0.22301112,0.3615661,0.20557378,0.26016715,0.22967798,0.24505536,0.21521802,0.13894945,0.24451317,0.21335219,0.24074036
46,0.113894515,0.3098394,0.23970903,0.27312705,0.1778221,0.2961396,0.12251171,0.31959915,0.27725074,0.23220333,0.20112416,0.22316113,0.3494794,0.23126376,0.4886621,0.21688862,0.22825396,0.2081456,0.27628896,0.19731675,0.20314395,0.22178738,0.3075939,0.20654067,0.24077463,0.23178208,0.21892978,0.23174272,0.39003146,0.22476454,0.18805002,0.2341041
47,0.1062164,0.29988143,0.2005925,0.26755914,0.15418334,0.30835494,0.10715288,0.30344728,0.25391468,0.2359667,0.19738017,0.24004246,0.29524907,0.2300748,0.38152868,0.21834569,0.2147912,0.20915344,0.24587797,0.20041627,0.1719548,0.2292226,0.27863643,0.21187243,0.21950755,0.23858237,0.2230039,0.21864711,0.31786093,0.20161086,0.18148951,0.2503659
48,0.10372279,0.2951916,0.1609048,0.2853636,0.13401014,0.3021514,0.122986734,0.33026627,0.23516272,0.21919385,0.18665037,0.22787371,0.26632327,0.23025277,0.3220732,0.2097431,0.18736097,0.21360041,0.23015216,0.21202224,0.18147191,0.22912222,0.26110053,0.21921267,0.20863327,0.23330338,0.1939546,0.22291262,0.26827258,0.22072877,0.17224246,0.2349899
49,0.09107296,0.30209783,0.14874211,0.28805244,0.12329282,0.31835085,0.09722181,0.32701153,0.20826866,0.2329451,0.16978231,0.23485662,0.23095593,0.26208866,0.27025524,0.22137149,0.18290922,0.21715572,0.20964737,0.22486702,0.15594764,0.22387172,0.23715521,0.21051137,0.19766536,0.23524894,0.18808527,0.23965052,0.23332517,0.21020503,0.17493539,0.25615954
50,0.2881348,0.28193027,0.13759594,0.28707743,0.115663685,0.33866024,0.107181385,0.3141614,0.18353301,0.23507762,0.15958272,0.23874208,0.21532938,0.24343,0.253625,0.2211678,0.16903518,0.21644789,0.2098945,0.20610224,0.15488221,0.23647,0.23276794,0.2157148,0.18721528,0.24390194,0.17718545,0.23359458,0.21358274,0.21699397,0.44635633,0.20439638
51,0.21051079,0.26962897,0.117296875,0.28664705,0.115440294,0.3107487,0.30657563,0.2680545,0.17146419,0.23537555,0.47468737,0.2298075,0.19148679,0.2384578,0.23068015,0.22685716,0.16798495,0.22343667,0.19849071,0.21033838,0.14132087,0.23608933,0.21309659,0.21946463,0.17658526,0.23152022,0.17029227,0.22814384,0.19700316,0.22574545,0.35843396,0.2108539
52,0.17832647,0.25280687,0.11664793,0.29339567,0.10031338,0.32002315,0.22971496,0.26692036,0.1657446,0.24896158,0.36143076,0.19686344,0.17392398,0.2529973,0.20732643,0.22261463,0.43656662,0.18857284,0.17428829,0.21207468,0.13445789,0.23173837,0.1969195,0.21206808,0.464878,0.18331367,0.41885188,0.18667112,0.17556949,0.21702807,0.29611337,0.23598035
53,0.1571874,0.28000328,0.10639004,0.30138284,0.09815767,0.34892857,0.19261096,0.27312368,0.14976548,0.24060719,0.30640715,0.19278869,0.16033508,0.24026982,0.19444,0.22420458,0.32871804,0.18138494,0.4504526,0.1821992,0.13023065,0.23528183,0.18594721,0.2152581,0.35431048,0.19850889,0.3290419,0.18736129,0.16709068,0.22865877,0.26412243,0.20863624
54,0.13871466,0.27196065,0.10091202,0.31722498,0.08962983,0.3093291,0.17167085,0.28182438,0.14253433,0.2371413,0.2766634,0.20519823,0.1521097,0.24707873,0.17135581,0.22978093,0.2851376,0.18730274,0.3435785,0.17797571,0.12961295,0.25867963,0.56363904,0.17300507,0.31618664,0.18710051,0.27457875,0.19657335,0.15381193,0.24202685,0.24466534,0.20852803
55,0.12392716,0.27788502,0.10282848,0.29392102,0.30989277,0.27884224,0.15978473,0.2950423,0.13345805,0.2517676,0.24234541,0.21165532,0.13142645,0.26449174,0.1700972,0.22834831,0.2663621,0.17557408,0.29733703,0.1784481,0.5320449,0.20078872,0.39816222,0.18145183,0.27814442,0.21235888,0.24674197,0.21156836,0.14460455,0.21368966,0.2256478,0.22972608
56,0.12059082,0.28086755,0.085163265,0.35806423,0.2163706,0.29112738,0.14667338,0.29087165,0.1276231,0.2543984,0.23477694,0.20235948,0.44593728,0.21217251,0.16123424,0.2393543,0.2392829,0.18101858,0.24785604,0.17791568,0.38734424,0.18407546,0.34331357,0.1804688,0.25837407,0.19538869,0.22660725,0.22214796,0.13716666,0.23862101,0.21055298,0.2093847
57,0.10049573,0.29050308,0.102398075,0.30992246,0.19024108,0.27624604,0.13319246,0.28870684,0.11816559,0.2487082,0.20243292,0.2103722,0.31257775,0.21423006,0.14644028,0.23185587,0.21616773,0.19322549,0.22304593,0.193165,0.31223208,0.19964199,0.2961794,0.17277391,0.2355767,0.20075363,0.20880575,0.19481924,0.13854048,0.23956385,0.19076434,0.22400348
58,0.09691984,0.30067918,0.33441544,0.2756014,0.15739821,0.27948168,0.11835926,0.2949169,0.11537817,0.255384,0.19614184,0.20589006,0.26959622,0.23011453,0.13047925,0.23237382,0.19181912,0.18402526,0.20603542,0.197427,0.28584918,0.18931147,0.27858216,0.17757547,0.2221708,0.19465367,0.18597916,0.20671053,0.4325961,0.193287,0.19260843,0.20639022
59,0.09363422,0.27853274,0.23662272,0.26289597,0.14868347,0.2955623,0.12064134,0.29242447,0.4548821,0.21583118,0.18761778,0.2119323,0.23015673,0.2210346,0.49130982,0.20226657,0.17804949,0.18530259,0.19057448,0.19522165,0.23550706,0.19024333,0.24939528,0.17108965,0.20691888,0.20035706,0.17147642,0.2218467,0.32498434,0.23828097,0.16733804,0.2495548
60,0.09355837,0.28255945,0.19409439,0.26476413,0.12961471,0.30057696,0.10885509,0.32059398,0.3481629,0.20677616,0.17010304,0.20384413,0.20163397,0.21566652,0.3453504,0.19985695,0.16788752,0.18580942,0.17236038,0.19185585,0.21755394,0.19514218,0.23165292,0.18478198,0.19201884,0.19675648,0.17168057,0.20934592,0.28718916,0.20368853,0.16372678,0.23656909
61,0.07777785,0.2942978,0.17391212,0.27330762,0.1188863,0.29302466,0.10257587,0.32151735,0.28210968,0.20649765,0.16369574,0.20867755,0.18799055,0.22500613,0.2967327,0.20371512,0.15749249,0.18953647,0.17113954,0.18929017,0.19689399,0.20687881,0.22844197,0.17432345,0.17517595,0.21309981,0.14904553,0.19928493,0.2550675,0.19050977,0.4305257,0.18067066
62,0.07443061,0.2853473,0.14876913,0.2804247,0.11494741,0.3248231,0.099814214,0.31458855,0.23010938,0.2125819,0.15305565,0.20486571,0.16924725,0.22847113,0.2602416,0.20184736,0.1402428,0.19374223,0.15285689,0.19357134,0.17607552,0.2003352,0.2017817,0.17886661,0.17239732,0.22406667,0.15787381,0.19960192,0.22753136,0.20997673,0.32988456,0.18203269
63,0.3183717,0.2595262,0.13650355,0.2730697,0.10733301,0.29634973,0.26377323,0.27402246,0.22104208,0.2185008,0.14332497,0.21348429,0.15167706,0.23177831,0.2235582,0.20085683,0.14735433,0.19654393,0.14765741,0.19254372,0.16610847,0.20446695,0.1805946,0.18245673,0.42158884,0.19327626,0.4904336,0.16077134,0.21056943,0.21416646,0.29538676,0.17601785
64,0.1929522,0.2683693,0.124321505,0.28887698,0.094859034,0.31897417,0.18603006,0.26778132,0.19787258,0.2206387,0.40139207,0.18173745,0.1553816,0.23585331,0.18898474,0.21707235,0.1355394,0.19817267,0.14072458,0.19263224,0.15005462,0.20546423,0.17461833,0.18234663,0.33240438,0.18493931,0.3710496,0.16790226,0.196079,0.22890706,0.26625755,0.17658487
